,Geography,Geographic_Area_Name,Total,Total_Male,Total_Male_Under_5_years,Total_Male_5_to_9_years,Total_Male_10_to_14_years,Total_Male_15_to_17_years,Total_Male_18_and_19_years,Total_Male_20_years,Total_Male_21_years,Total_Male_22_to_24_years,Total_Male_25_to_29_years,Total_Male_30_to_34_years,Total_Male_35_to_39_years,Total_Male_40_to_44_years,Total_Male_45_to_49_years,Total_Male_50_to_54_years,Total_Male_55_to_59_years,Total_Male_60_and_61_years,Total_Male_62_to_64_years,Total_Male_65_and_66_years,Total_Male_67_to_69_years,Total_Male_70_to_74_years,Total_Male_75_to_79_years,Total_Male_80_to_84_years,Total_Male_85_years_and_over,Total_Female,Total_Female_Under_5_years,Total_Female_5_to_9_years,Total_Female_10_to_14_years,Total_Female_15_to_17_years,Total_Female_18_and_19_years,Total_Female_20_years,Total_Female_21_years,Total_Female_22_to_24_years,Total_Female_25_to_29_years,Total_Female_30_to_34_years,Total_Female_35_to_39_years,Total_Female_40_to_44_years,Total_Female_45_to_49_years,Total_Female_50_to_54_years,Total_Female_55_to_59_years,Total_Female_60_and_61_years,Total_Female_62_to_64_years,Total_Female_65_and_66_years,Total_Female_67_to_69_years,Total_Female_70_to_74_years,Total_Female_75_to_79_years,Total_Female_80_to_84_years,Total_Female_85_years_and_over
262,0500000US20161,"Riley County, Kansas",74232,39233,1546,1823,1773,675,4664,3062,2386,4428,3954,3071,2930,1093,1186,1030,1207,689,483,235,646,1096,427,245,584,34999,1958,1344,1857,812,2287,2174,2281,3835,3188,2397,1735,1253,1531,1467,1392,831,740,678,542,944,500,165,1088
263,0500000US20173,"Sedgwick County, Kansas",516042,254525,17590,17688,20178,11049,6274,4620,2846,10475,19579,17817,16499,15077,14166,14429,15011,6050,10414,5990,7261,8799,4849,4446,3418,261517,17177,16395,20617,10591,5860,3697,3317,9916,18625,17724,17369,15374,14512,14911,15995,7627,9695,6464,7396,9668,7700,5623,5264
264,0500000US20177,"Shawnee County, Kansas",176875,85685,5244,6244,5441,4012,2259,564,1096,4309,5265,4571,5454,4614,5253,5571,5789,2414,3093,1649,3194,3823,3071,1065,1690,91190,5267,7009,4609,2910,1864,1264,630,3435,6022,5877,4601,5714,5036,5122,6318,2870,3865,2201,3580,4696,3993,2361,1946
265,0500000US20209,"Wyandotte County, Kansas",165429,81928,6716,6620,6749,3436,1975,1200,549,3264,6051,6579,6475,4409,4736,4591,4478,1738,3414,1281,2660,1888,1701,694,724,83501,6031,7316,5495,3368,1356,1191,793,3725,6888,5795,4897,6416,4037,4583,4200,2167,3522,1620,1819,3159,1761,1925,1437
266,0500000US21015,"Boone County, Kentucky",133581,67100,5119,5077,5360,3119,2094,940,418,2227,3720,4212,5148,3975,4912,4518,3430,1752,2803,1270,1294,2819,1288,850,755,66481,3816,4515,4141,3369,1463,1105,640,2750,3616,3972,4988,4498,4241,4661,4147,3013,1342,2104,1634,2440,1382,1584,1060
267,0500000US21029,"Bullitt County, Kentucky",81676,40777,1981,2479,2862,1649,893,859,567,961,2898,2372,2436,3160,2812,2816,2703,1134,1769,1470,1381,1327,1180,509,559,40899,1927,2436,2660,1527,711,938,369,868,2763,2510,2657,3066,2785,2818,2401,1486,1808,1194,1158,1865,931,712,1309
268,0500000US21037,"Campbell County, Kentucky",93584,45755,2876,2727,2533,1699,1241,698,174,2393,3392,3113,3504,2354,2625,2952,3164,1758,1495,1295,1671,1600,809,773,909,47829,2672,2672,2740,1532,1107,1071,636,2022,3408,3434,2922,2670,2544,3133,3241,1306,2337,981,1707,2082,1232,1008,1372
269,0500000US21047,"Christian County, Kentucky",70461,36223,3476,2665,1809,1078,1644,661,821,3685,4637,2593,1681,1449,1941,1263,1502,343,878,462,1337,920,532,689,157,34238,3104,2147,1951,2807,874,430,493,1600,3256,2041,2104,1649,2109,1234,1428,810,1026,911,919,974,794,727,850
270,0500000US21059,"Daviess County, Kentucky",101511,49479,3720,4387,2658,1816,642,573,796,2100,3040,2753,3122,3793,2940,3069,2521,1414,2448,786,2424,1471,1010,1365,631,52032,3045,3187,3961,1879,935,631,643,1552,3720,3436,3154,3026,2856,3050,4853,1124,1221,1251,1949,2171,1861,1063,1464
271,0500000US21067,"Fayette County, Kentucky",323152,158333,10145,9502,9488,5531,5855,3050,2341,10362,14031,11477,11283,10770,8712,9060,10568,3100,4007,2379,4316,5220,3426,2091,1619,164819,9334,9447,8707,5188,7275,1947,3977,9426,13379,10890,11412,10113,9384,9074,10546,3925,5620,3287,5054,6220,4576,3278,2760
272,0500000US21093,"Hardin County, Kentucky",110958,55549,4052,3320,4751,2375,1777,393,410,3000,3853,3424,3057,4014,3557,3763,3476,1133,1955,886,1884,2065,1135,948,321,55409,3070,4141,2710,2429,1291,742,302,1612,3806,4043,3723,3774,3866,3358,3364,1693,2335,1066,1788,2386,1819,925,1166
273,0500000US21111,"Jefferson County, Kentucky",766757,370110,24420,22790,25066,13726,9095,5177,4008,14739,29603,26875,23842,23584,22282,22055,23417,10702,14311,8413,10223,16054,8731,6302,4695,396647,23146,20501,24916,13989,8941,4437,4128,14687,29713,27079,25595,23369,24593,23542,26306,12984,15275,9419,14010,18236,12912,8089,10780
274,0500000US21117,"Kenton County, Kentucky",166998,81783,4964,6400,4931,3217,1870,1736,288,3791,6187,5870,4299,6277,5288,4981,4878,2490,3272,2250,2032,3004,1548,1340,870,85215,6022,4420,6387,3079,1629,1143,812,3187,6302,6114,5756,5347,4642,5439,5141,1631,4439,1322,2785,3910,1942,2024,1742
275,0500000US21145,"McCracken County, Kentucky",65418,31130,2219,1859,2596,878,462,984,190,964,1784,1649,2056,1831,2060,1776,1657,1240,1544,643,1333,1321,1282,364,438,34288,2046,1569,2241,1391,544,304,689,987,2208,1614,1650,2264,1838,2522,2362,1042,1714,960,1235,1615,1599,1228,666
276,0500000US21151,"Madison County, Kentucky",92987,45230,2926,1716,3471,1642,2293,1123,1341,2941,3535,2598,2919,2748,2942,2434,2259,1079,1388,1052,1645,1172,1076,417,513,47757,2653,2320,3006,1485,2700,1365,1361,3560,3086,2414,2832,2646,2861,2611,2810,1269,1498,1045,1363,1845,1733,506,788
277,0500000US21185,"Oldham County, Kentucky",66799,34199,1538,1697,3125,1647,793,511,606,882,1883,2121,2558,2289,2794,2550,2514,580,1453,895,1145,1117,840,490,171,32600,1931,2607,2376,1562,896,109,555,1035,1143,1573,2390,1863,2382,2615,1881,956,1363,876,557,1831,1099,631,369
278,0500000US21227,"Warren County, Kentucky",132896,65313,4326,4425,4540,2505,2547,2220,892,4348,5159,3931,3673,4698,3864,3802,4329,751,1726,627,1474,2727,1433,765,551,67583,4146,3367,4208,2859,3989,2005,2168,3203,4426,4353,4892,3698,3696,3562,3475,1629,2621,1765,1115,2579,2145,1179,503
279,0500000US22005,"Ascension Parish, Louisiana",126604,62496,3305,5699,6222,2367,1664,1199,694,1667,3974,5433,5949,3396,3120,3087,3360,1797,1694,1826,1506,2269,1227,679,362,64108,3761,4960,5007,2302,1075,2591,773,640,4564,4492,5043,3948,5108,3273,3628,1915,2497,1257,1230,2728,1566,786,964
280,0500000US22015,"Bossier Parish, Louisiana",127039,63241,4055,3544,5791,3259,1997,832,1301,2062,4190,3966,5966,3387,4004,3603,4716,1532,840,684,1542,3097,1270,1062,541,63798,4458,4598,3322,2413,649,390,939,2706,4912,4736,4894,3929,3993,3604,4342,1974,1622,1101,1588,3388,1871,656,1713
281,0500000US22017,"Caddo Parish, Louisiana",240204,113640,7849,7053,8792,4370,2611,915,3553,3574,7934,7563,5665,7822,6534,6380,7266,4087,3421,3175,3135,4846,4103,1549,1443,126564,7891,8661,6952,4676,2827,761,1358,5149,8509,8341,9192,6589,7291,7064,7646,3266,5692,3792,3509,6639,4278,2674,3807
282,0500000US22019,"Calcasieu Parish, Louisiana",203436,98219,7316,8342,5599,4189,3320,1655,1398,2850,6631,6939,6717,5883,6489,5452,5748,2072,4054,1768,2747,3932,2383,1676,1059,105217,7546,7232,7092,4028,2463,1278,1889,3001,7391,7618,7093,6327,5577,6093,7777,2403,3115,3221,2746,4135,3862,1883,1447
283,0500000US22033,"East Baton Rouge Parish, Louisiana",440059,210659,14871,13169,14770,8779,7555,4897,4884,11217,17554,13984,12473,13326,11247,10978,10424,4904,8559,4416,6462,6580,4806,2511,2293,229400,13679,13088,13692,8025,8040,4324,3983,13709,17275,15607,18692,9912,11960,12108,13355,7089,8282,5951,6361,8928,6650,3337,5353
284,0500000US22045,"Iberia Parish, Louisiana",69830,33899,2501,2502,2324,1631,744,313,186,1054,2969,1777,2526,1915,1389,2202,2569,817,1409,1021,854,1255,590,651,700,35931,2293,2957,2211,1061,1264,448,374,1079,2433,2209,2015,1947,2342,2232,1673,1633,1678,845,1588,706,907,727,1309
285,0500000US22051,"Jefferson Parish, Louisiana",432493,208009,13847,15061,10981,7376,4540,1821,2689,7514,14637,15446,12654,13877,12174,13040,12820,5356,10427,5451,6797,9031,5306,4277,2887,224484,14060,12699,13877,7396,3270,2957,2237,7136,15822,15701,15269,12488,12844,13916,16580,6026,8864,7314,7732,9493,8123,5880,4800
286,0500000US22055,"Lafayette Parish, Louisiana",244390,117824,8060,8189,8355,4532,3151,2308,1259,4731,9133,9889,8875,7160,6951,6880,6479,2320,5110,2358,3096,4026,2850,1164,948,126566,7800,8371,7773,4570,2837,2152,1747,4667,9617,10134,9502,7668,8770,6339,7431,2978,5475,2807,3839,4287,3282,2182,2338
287,0500000US22057,"Lafourche Parish, Louisiana",97614,47793,3392,2981,3510,1574,1208,926,949,1328,3488,3567,3613,1964,2662,2905,4044,1171,1252,1166,1414,2016,1172,548,943,49821,3602,3642,2657,1404,1192,517,611,1691,3834,3221,3638,2372,2920,3063,2978,1903,1656,912,1546,2263,1661,965,1573
288,0500000US22063,"Livingston Parish, Louisiana",140789,68660,4437,4321,6378,2595,2466,582,920,2124,5647,4596,4927,4638,4079,4328,3346,1912,3085,708,2326,2386,1485,838,536,72129,4407,3613,6311,3820,1418,970,771,2758,4595,5850,5334,4629,4576,4193,3909,1970,2347,1157,2133,2994,2091,1199,1084
289,0500000US22071,"Orleans Parish, Louisiana",390144,184206,11677,9998,11382,5961,4615,3631,1835,6024,14646,16414,14720,11392,11018,10914,10748,4674,8525,4596,5647,7015,4520,2498,1756,205938,10787,8696,12788,5845,4717,3519,3249,6015,16511,18812,15255,14401,11521,11786,13110,6229,8145,4131,7119,9486,5459,3793,4564
290,0500000US22073,"Ouachita Parish, Louisiana",153279,73538,5369,5072,5824,3307,1476,1107,540,3997,5449,5075,3958,5282,4236,4161,4748,1461,2591,1770,1324,3001,2192,967,631,79741,4892,5194,5152,3126,2614,1119,773,3012,5605,5387,3764,6271,4789,4698,4713,1306,3671,1328,2215,4268,2812,1562,1470
291,0500000US22079,"Rapides Parish, Louisiana",129648,62766,4384,5677,3935,2803,1950,1883,728,1357,4472,3174,4232,3811,3424,4045,3578,1518,2765,985,2308,2368,1684,969,716,66882,4219,3328,5022,2542,1981,28,751,2593,4668,4105,3494,4787,3883,4108,5279,1508,2001,1407,2600,3154,2785,1565,1074
292,0500000US22097,"St. Landry Parish, Louisiana",82124,40201,2935,2556,3526,2282,1531,342,444,1117,2579,2610,2129,2388,2038,2259,2069,1171,2181,773,1311,1554,1201,580,625,41923,2977,2748,2952,1199,876,691,354,1399,2733,2432,2842,2125,2255,2611,3351,1051,1478,1359,954,2020,1854,671,991
293,0500000US22103,"St. Tammany Parish, Louisiana",260419,125610,7180,7707,11178,5020,3804,956,1468,3574,6871,7252,9048,7676,8989,7005,8945,3440,5195,2617,3881,6689,4162,1887,1066,134809,7925,8204,8694,5945,2758,901,1273,4816,7273,7348,9228,8850,8894,8739,8805,3772,6637,2397,4789,7237,5064,1827,3433
294,0500000US22105,"Tangipahoa Parish, Louisiana",134758,65475,4586,4317,5108,3318,3508,302,1650,2139,3637,3732,4760,3669,4180,3833,3817,932,3063,1314,1541,2872,2062,464,671,69283,4538,4772,4529,1650,2476,1765,963,1882,5310,4677,4324,4541,4719,3050,5105,1380,2430,1793,1666,3230,1973,1646,864
295,0500000US22109,"Terrebonne Parish, Louisiana",110461,53610,4567,2872,3344,3147,489,92,518,3303,3893,3446,4083,3141,2986,2940,4248,968,1989,1287,736,2527,1526,933,575,56851,2752,4449,4040,2518,669,441,468,1744,5364,4678,2976,3685,3128,3935,3830,895,2343,603,2144,1870,2025,1304,990
296,0500000US23001,"Androscoggin County, Maine",108277,53212,3185,2486,4337,1735,1602,530,1054,1629,3273,3049,3288,3402,3299,3710,4079,1698,2201,1177,1888,2284,1321,1488,497,55065,3155,3614,2623,2136,906,511,541,2396,3394,3130,2969,3773,3339,3635,3222,1248,3607,1351,1232,3270,2026,1452,1535
297,0500000US23003,"Aroostook County, Maine",67055,33497,1951,1915,1585,1143,710,530,475,693,1855,1567,1981,1508,1959,2375,2455,996,1925,1119,1521,2189,1290,1073,682,33558,1458,1864,1493,945,612,457,266,889,1561,1677,2243,1310,2136,2314,2283,1504,1682,885,1719,2142,1322,1268,1528
298,0500000US23005,"Cumberland County, Maine",295003,142222,6662,7485,7534,4810,3909,1398,1283,6038,10343,10190,9280,9124,9651,9615,10429,3931,5951,3900,4725,6562,4416,2563,2423,152781,7236,6714,8013,5081,3761,1292,1043,6334,10463,10036,8922,9541,9759,10500,11402,4621,6295,4247,6134,7411,5277,3553,5146
299,0500000US23011,"Kennebec County, Maine",122302,58709,2804,2664,3735,2157,1585,832,809,1997,3411,3542,3067,3543,3575,4409,4604,1984,2636,2076,1853,3206,2573,703,944,63593,2953,2031,4335,2041,1562,810,952,1499,3920,3779,2425,4508,4191,4616,6158,1197,2774,1753,2657,3506,2096,2055,1775
300,0500000US23019,"Penobscot County, Maine",152148,75555,3613,2929,4490,2867,3160,1555,1216,3053,5105,5049,3918,4322,4767,4905,5536,2304,3474,2212,2532,3543,2718,1490,797,76593,3114,3257,3851,2713,2283,1400,1154,2202,5253,4995,4749,3750,4885,5308,5824,2528,3193,2237,2554,4338,2997,1924,2084
301,0500000US23031,"York County, Maine",207641,100588,4966,5794,4931,3889,2307,913,1497,2728,6613,6358,6320,5175,6458,7221,7225,3918,4802,2876,3186,6128,3893,1673,1717,107053,4486,5467,5140,3373,2586,1174,1076,2648,6570,6966,5967,5952,6676,7140,8866,4198,4396,3971,4569,5530,2878,2609,4815
302,0500000US24001,"Allegany County, Maryland",70416,37242,1665,2256,1495,1084,1548,1441,652,1146,2487,2573,2695,1926,2449,2401,2353,1116,1585,651,1401,1618,1463,747,490,33174,1562,1282,1817,886,1597,581,711,1253,1709,1705,1222,2197,1950,1972,2348,925,1287,578,1354,2319,1308,1323,1288
303,0500000US24003,"Anne Arundel County, Maryland",579234,286436,17905,19797,17059,10309,8537,4291,3195,12103,19849,21053,19454,19686,17641,18956,21039,7612,9428,7157,6042,10871,7736,3530,3186,292798,17538,16976,18419,10581,6234,2773,2486,10926,18873,21126,19830,19186,18634,20173,21029,8328,11381,6653,8723,12560,8114,6638,5617
304,0500000US24005,"Baltimore County, Maryland",827370,392488,24765,23138,27745,16114,10660,5503,5328,14151,27240,27404,25684,22403,23409,24854,23982,12324,16738,8157,11201,17104,10346,7296,6942,434882,24109,23132,26241,13763,12171,6274,5711,12588,28499,29271,29049,25378,26763,27337,25798,13789,21096,10198,16900,18289,13788,10790,13948
305,0500000US24009,"Calvert County, Maryland",92525,46204,2516,3399,3409,1940,814,591,362,1507,2997,2742,3337,2430,2519,3803,4038,1318,1846,1398,1399,1440,1177,817,405,46321,1952,3047,3035,2012,1167,699,197,1507,2361,2740,3843,2518,2697,3876,3499,712,2918,1111,1753,1539,1645,568,925
306,0500000US24013,"Carroll County, Maryland",168447,83360,4498,5457,5533,3461,2490,1288,1156,3034,4846,4844,4711,4801,5010,6782,6372,2774,3181,1999,2260,3790,1961,1544,1568,85087,4212,5525,4042,3632,2085,943,653,3195,4176,4909,5024,4561,5756,7321,7648,2039,3310,2564,2799,3556,2263,2082,2792
307,0500000US24015,"Cecil County, Maryland",102855,51382,2782,3482,3729,1788,1353,508,293,2409,3554,3082,3091,2718,3724,3468,3481,1527,2567,1362,1912,1559,2029,663,301,51473,3142,2723,3195,1639,1290,549,695,1686,3206,3197,3409,2978,3239,3621,3992,1240,2845,1545,1355,2436,1369,1342,780
308,0500000US24017,"Charles County, Maryland",163257,78748,4555,5448,6527,3527,1446,652,1562,3666,4987,4831,5815,4642,5576,5883,5975,1869,3007,865,1988,2758,1448,851,870,84509,4416,4868,5980,3541,1191,1082,879,3723,4885,5300,5607,5893,6867,6494,5366,2415,4177,2143,1609,3245,1589,2298,941
309,0500000US24021,"Frederick County, Maryland",259547,127848,8076,8566,8856,5042,3628,2948,1272,3391,7645,8747,9409,7932,8878,9141,9844,2699,4708,3423,2603,4817,2753,1724,1746,131699,7248,7915,9099,5188,3428,2233,1498,3227,7899,8464,11309,7699,8057,9064,8617,3504,5022,2855,4434,6041,3720,2716,2462
310,0500000US24025,"Harford County, Maryland",255441,124765,7620,6602,9264,5016,2881,1901,1073,4497,8252,7869,8007,7811,8359,9186,9527,3584,4505,3279,3820,4863,3561,2157,1131,130676,6707,7286,9222,4727,2661,676,1785,4487,7664,8172,7897,8513,8707,9351,9618,3617,6111,2306,4531,6070,4870,2681,3017
311,0500000US24027,"Howard County, Maryland",325690,158676,9555,11372,11771,7189,4072,1270,1892,6522,9303,9786,10662,11543,10519,11355,11428,3978,5371,3360,3975,5802,3215,2053,2683,167014,9751,9605,12360,7346,3393,1638,2167,5109,9465,10563,13113,11007,11835,12075,11211,4674,6162,3445,4195,7386,3714,2713,4087
312,0500000US24031,"Montgomery County, Maryland",1050688,507850,32855,33842,36147,21018,11766,6183,4718,18560,31610,33394,36559,33326,34443,34936,33961,14682,16902,11028,14137,18546,12414,9173,7650,542838,31763,29947,35910,20555,11111,3952,4697,20536,31606,35027,38274,36309,37063,37548,39480,13236,19728,13783,15733,22431,17454,12634,14061
313,0500000US24033,"Prince George's County, Maryland",909327,436530,30248,27028,29060,15855,13510,5978,7297,16419,33778,32251,32349,27888,28719,29235,28269,11551,14853,7751,12015,14401,8262,5069,4744,472797,29126,25249,29244,15652,13043,8100,4360,16863,33517,32513,31628,29928,31195,33340,33435,15160,16433,11224,13359,20557,13047,8399,7425
314,0500000US24037,"St. Mary's County, Maryland",113510,56505,3629,2880,4090,2851,917,807,1581,2911,3511,4035,3392,3938,2840,4417,2682,2565,2685,720,1743,1476,1306,783,746,57005,3179,3137,4952,2363,1698,1162,738,1594,3624,3803,3237,3842,3704,3761,3351,1901,2353,1207,1378,2330,1023,908,1760
315,0500000US24043,"Washington County, Maryland",151049,76430,4535,4540,4606,2559,1635,746,969,2899,5818,5164,5623,5360,5021,4920,5196,1978,2944,1956,2264,3031,2286,1337,1043,74619,4128,5590,4121,2686,1573,810,927,2525,4203,4587,3723,4547,4793,5447,6231,1549,2726,1839,2759,3119,2258,1940,2538
316,0500000US24045,"Wicomico County, Maryland",103609,48293,3085,2356,3697,1391,3057,745,2064,1620,3476,2014,2796,3278,2564,2712,2923,1221,1993,991,1367,2468,1376,541,558,55316,2898,3700,2345,2919,2846,1204,1318,2636,3251,2625,3288,3008,2980,3731,4475,1314,1353,1527,1616,2190,1557,1417,1118
317,0500000US24510,"Baltimore city, Maryland",593490,278188,18510,16125,17048,9284,8194,4589,2876,11096,27835,26650,22507,13750,14762,16287,16681,6778,10310,4820,7588,9462,6301,4314,2421,315302,17939,17042,15291,8328,9238,3648,3293,13439,28981,28807,24851,15978,16392,18778,20234,9447,12257,7241,9641,12878,9517,5130,6952
318,0500000US25001,"Barnstable County, Massachusetts",212990,102830,4221,3422,5726,3761,2229,961,829,3537,5313,5519,4802,4695,4759,6261,7312,3281,6379,4459,6264,6909,5456,3412,3323,110160,3119,4298,4232,2898,1427,937,615,3216,4200,4587,4120,5808,5542,7839,9320,4204,6460,5451,5572,9557,6628,4710,5420
319,0500000US25003,"Berkshire County, Massachusetts",124944,60981,2777,2673,3232,2645,1805,1022,730,2056,3451,3273,3328,3288,3096,4331,5235,1702,2861,1455,2811,3937,1759,1539,1975,63963,2455,2324,2728,2015,1594,1248,1244,2153,3020,3210,2915,3925,3832,4364,4195,2662,3482,2042,2988,3960,3236,1937,2434
320,0500000US25005,"Bristol County, Massachusetts",565217,273949,15246,15186,18247,10661,7284,4450,2984,10446,18729,18233,17214,16029,17935,20690,20805,6217,11782,6173,8137,11517,6852,3949,5183,291268,14024,14166,17602,10590,7189,3018,2930,11897,17864,18817,17399,18707,18815,20650,19616,8833,12904,8354,9062,13844,9188,6899,8900
321,0500000US25009,"Essex County, Massachusetts",789034,380617,22523,21830,25324,15442,10872,5366,5918,14024,25193,24257,25283,21121,23459,26462,28597,10725,14428,9301,10829,16524,10064,6662,6413,408417,21634,20619,24132,14806,10234,3748,6025,14393,24848,25278,25758,23316,26070,29072,29875,12876,16824,10438,13748,18551,13231,9209,13732
322,0500000US25011,"Franklin County, Massachusetts",70180,33915,1605,1480,1939,1152,842,438,503,1045,1849,1912,1636,2207,1913,2484,2363,1719,1381,1106,1428,2369,1266,703,575,36265,1164,1615,1648,1234,653,219,309,958,2327,2070,2208,2509,2172,2309,2268,1030,2711,1023,2119,2279,1293,1105,1042
323,0500000US25013,"Hampden County, Massachusetts",466372,225094,13017,12848,16214,9056,6559,3385,5096,8483,16566,15177,14221,11843,12620,14493,15976,5199,9252,6179,7288,8720,4683,4140,4079,241278,12259,14686,12415,9150,7119,3608,2757,9737,15613,15494,14914,14112,14557,15673,15759,6509,10939,5889,6494,12728,8351,5253,7262
324,0500000US25015,"Hampshire County, Massachusetts",160830,74518,2380,2830,4477,2304,5901,2032,3519,4426,3857,4649,3896,3813,4519,4010,4692,1994,2740,1815,2544,3692,1881,1737,810,86312,2370,2772,3544,2523,8235,3958,4390,4595,3779,3916,3987,3496,5656,5136,5405,2756,2911,1899,3623,4250,2991,1785,2335
325,0500000US25017,"Middlesex County, Massachusetts",1611699,790207,43306,44144,45020,28222,23429,11042,11079,35074,64796,62408,53195,53334,50636,52510,55597,19965,26474,18606,20419,27419,19019,11691,12822,821492,41130,42186,43912,27179,22553,8373,10111,37045,61429,61548,54395,53391,52136,55068,57076,20326,30926,17287,25122,34921,23971,18772,22635
326,0500000US25021,"Norfolk County, Massachusetts",706775,338615,18074,19857,21608,14092,9945,4252,3555,12900,21745,23253,23681,20295,22039,24066,26652,6928,13740,7420,10285,12906,9799,6404,5119,368160,19707,20156,20134,13520,9505,4053,3090,14568,22692,23918,23391,22389,23989,25705,25179,9894,16239,8798,11047,16929,13798,7424,12035
327,0500000US25023,"Plymouth County, Massachusetts",521202,254117,14258,13310,18451,10800,6624,3124,3073,9304,14809,13978,14771,14046,17495,19154,20005,7961,9642,5186,7829,13871,9934,3246,3246,267085,13170,14265,15898,10267,6671,3522,3255,8873,13523,15122,14623,15559,18067,19710,21214,8989,10388,6430,9823,14455,9888,5055,8318
328,0500000US25025,"Suffolk County, Massachusetts",803907,387944,21088,16067,18810,10803,14514,8320,7743,20275,50388,43307,29598,22961,21224,21304,20483,8425,11108,5821,8265,11278,6941,4337,4884,415963,20172,16355,17743,10129,15616,10045,8116,23923,51266,43480,30032,22331,22147,22823,23255,7203,13870,5997,10664,15001,9444,5924,10427
329,0500000US25027,"Worcester County, Massachusetts",830622,408830,22678,25006,24825,15827,12224,5811,5638,16732,27789,27614,25854,24314,27016,29136,31651,10190,17007,9987,10801,16730,10446,5681,5873,421792,21514,21647,25757,16098,11939,5358,5359,16757,25917,27376,24516,25898,28071,30345,29126,12624,19195,9143,13361,19082,12661,9539,10509
330,0500000US26005,"Allegan County, Michigan",118081,58833,3744,4038,4041,2456,1220,628,597,2314,3110,3888,3989,3434,3563,3812,4649,1616,2305,1675,1787,2628,1964,698,677,59248,3772,3337,4299,2409,1163,707,964,1233,3499,3936,3476,3705,3444,3802,4110,1761,2793,1608,1664,2955,2515,1073,1023
331,0500000US26017,"Bay County, Michigan",103126,50916,2730,2518,3035,2086,1031,615,422,2093,3267,2999,3365,2831,3189,3283,4003,1512,2273,1369,1791,2565,2218,1287,434,52210,2889,2584,2881,1892,867,554,695,1317,3266,2657,3796,2172,3006,3468,4303,2118,2022,1611,1804,2989,3000,1184,1135
332,0500000US26021,"Berrien County, Michigan",153401,74238,4226,4167,5019,2913,2266,1092,560,2668,4277,5071,4727,3746,4499,4436,5824,1964,2972,1925,2768,3632,1846,1469,2171,79163,4554,5482,4258,2583,2105,960,1160,2047,4231,4775,4450,4319,4470,4996,6629,2167,2824,2008,3761,3910,2594,1776,3104
